ID,Title,Abstract,Date Published,Tags,DOI,URL,Contributors,Provider
E003B-D9B-A86,Understanding Image-Based Sexual Abuse through Greek Public and Legal Lenses: A Constructionist Thematic Analysis,"Image-Based Sexual Abuse (IBSA), including deepfake sexual abuse - where fake yet lifelike sexual content is generated of non-consenting persons - constitutes a growing form of digitally mediated gender-based violence that remains largely under-researched within non-Anglophonic contexts. This study explores how IBSA is constructed and perceived by both laypeople and lawyers in Greece, a Southern European setting characterised by economic precarity, traditional gender norms, and evolving yet challenging legal frameworks. Drawing on semi-structured interviews with 21 participants either originating from or living in Greece (n = 16 lay persons, n = 5 legal professionals), we employed constructionist thematic analysis to examine how participants discursively frame IBSA, its motivations, barriers to reporting, legal challenges, and preventative measures. Five themes were identified: (1) constructions of IBSA as gendered violence motivated by control, humiliation, and financial exploitation; (2) barriers to reporting shaped by shame, stigma, and widespread mistrust in police institutions; (3) legal barriers related to financial inaccessibility and fragmented, outdated legal frameworks; (4) the central role of informal support networks alongside calls for education and public awareness; and (5) deepfake technologies as an emergent form of economic exploitation, particularly impacting sex workers within a legal vacuum. The findings highlight the need for structurally informed, context-sensitive responses to IBSA that address the intersections of gender, law, technology, and economic vulnerability.",2025-07-03,,,,"Anastasia Rousaki, Dean Fido",psyarxiv
E00C0-653-6D6,What Do We Know About the Mental Health of Porn Performers? A Systematic Literature Review,"Purpose: Much has been debated about the impact pornography has on the health of those who consume it. But how is it affecting the people starring in it? Performing in porn is a unique profession which requires a person to have sex with other—often unfamiliar—people in front of a camera for a living, comes with various kinds of stigma, and is accompanied by several health risks for professionals and amateurs. This brief report compiles available evidence on the mental health of performers in porn. Design/methodology/approach: This paper employs the PRISMA approach to systematically review existing research from health sciences and psychology to provide an overview of what is known about mental health in porn performers. Findings: Only three US studies examine the topic and none of them are recent, which may be due to porn performers being a population which has been described as hard to reach for researchers. The existing knowledge on performers’ mental health is inconclusive at best, but points toward significantly poorer mental health and higher prevalence of mental disorders in some, but not others. New general research on the topic is needed to close this gap. More importantly, granular investigation into which populations are at risk of developing poor mental health and due to which circumstances is needed as a basis to support vulnerable performers. Originality: This is the first systematic review compiling existing evidence on mental health of porn performers. An approach to address this lack of research is proposed.",2022-01-24T15:27:09.406933+00:00,"porn actor,sex work,porn,porn performer,mental health,porn actress",,,Hannes Jarke,psyarxiv
E00FE-A4F-A03,Why Do You Watch This Rough Stuff? Understanding Women's Paradoxical Pornography Preferences,"Different sources show a notable interest among women in pornographic themes related to dominance and submission, including non-consensual sexual encounters. This phenomenon has been labeled a paradox. To research factors driving the use of such pornography, we adopted a comprehensive biopsychosocial approach. Our study involved an online sample of 571 women, designed to be demographically close to age and education levels in Germany. Participants were exposed to consensual or non-consensual literature-based pornographic stimuli, and their sexual arousal was assessed. Additionally, we examined various traits encompassing societal influences (rape myth acceptance, prior use of violent sexual pornography) and biological-evolutionary factors (sex drive, K-factor, onset of menarche). Our findings revealed significant main effects of rape myth acceptance and sex drive on sexual arousal in response to both stimuli. Prior consumption of violent sexual pornography demonstrated an interaction, suggesting potential desensitization to more conventional pornographic content. Traits associated with life history, such as the K-factor and the onset of menarche, did not influence sexual arousal. These results prompt a discussion within the context of proximate influences, such as socialization. Our interpretation does not support the notion of a minority engaging in fast life history strategies among women, as suggested in prior research.",2023-10-15T12:15:09.956232+00:00,"pornography preferences,female sexual behavior,non-consensual pornography",,,"Maximilian T. P. von Andrian-Werburg, Sascha Schwarz, Frank Schwab, Benjamin P. Lange",psyarxiv
E00F4-2A8-B2A,Exploring perceptual similarity and its relation to image-based spaces: an effect of familiarity,"One challenge in exploring the internal representation of faces is the lack of controlled stimuli transformations. Researchers are often limited to verbalizable transformations in the creation of a dataset. An alternative approach to verbalization for interpretability is finding image-based measures that allow us to quantify image transformations. In this study, we explore whether PCA could be used to create controlled transformations to a face by testing the effect of these transformations on human perceptual similarity and on computational differences in Gabor, Pixel and DNN spaces. We found that perceptual similarity and the three image-based spaces are linearly related, almost perfectly in the case of the DNN, with a correlation of 0.94. This provides a controlled way to alter the appearance of a face. In experiment 2, the effect of familiarity on the perception of multidimensional transformations was explored. Our findings show that there is a positive relationship between the number of components transformed and both the perceptual similarity and the same three image-based spaces used in experiment 1. Furthermore, we found that familiar faces are rated more similar overall than unfamiliar faces. That is, a change to a familiar face is perceived as making less difference than the exact same change to an unfamiliar face. The ability to quantify, and thus control, these transformations is a powerful tool in exploring the factors that mediate a change in perceived identity.",2021-05-21T23:05:01.820147+00:00,"pca,face recognition,similarity,perceptual space,image-based spaces,familiarity",,,"Rosyl Somai, Peter JB Hancock",psyarxiv
E00DE-3F4-A36,Gloss discrimination: Towards an image-based perceptual model,"Gloss is typically considered the perceptual counterpart of a surface’s specular reflectance characteristics, much as color is the perceptual counterpart of a surface’s diffuse reflectance spectrum. In many contexts, it is tempting to ask how discriminable two surfaces are on the basis of their reflectance properties. Yet, as we argue here, this is a poorly-posed question, as factors other than reflectance (e.g., lighting, shape, viewpoint) can have substantial effects on how discriminable two images of glossy surfaces are to human participants. This fundamental difficulty with predicting gloss discrimination, whether from a physical measurement or from proximal image data, has so far hobbled efforts to establish a rigorously defined perceptual standard for surface gloss, similar to those that exist for color. Here, we propose an experimental framework for making this problem tractable, starting from the premise that any perceptual standard of gloss discrimination must account for how distal scene variables influence the statistics of proximal image data. With this goal in mind, we rendered a large set of images in which shape, illumination, viewpoint, and surface roughness were varied. For each combination of viewing conditions, a fixed difference in surface roughness was used to create a pair of images showing the same object (from the same viewpoint and under the same lighting) with high and low gloss. Human participants (N=150) completed a paired comparisons task in which they were required to select image pairs with the largest apparent gloss difference. Importantly, rankings of the scenes derived from these judgments represent differences in perceived gloss independent of physical reflectance. We find that these rankings are remarkably consistent across participants, and are well predicted by a straightforward Visual Differences Predictor (Daly, 1992; Mantiuk et al., 2023). This allows us to estimate reasonable bounds on visual discriminability for a given surface across a wide range of viewing conditions. This has potential applications in both vision science, computer graphics and industrial contexts.",2024-07-07T19:16:38.837877+00:00,,,,"James Ferwerda, Jacob Raleigh Cheeseman, Roland Fleming, Takuma Morimoto",psyarxiv
E0075-5E5-87C,Neural Mechanisms of the Rejection-Aggression Link,"Social rejection is a painful event that often increases aggression. However, the neural mechanisms of this rejection-aggression link remain unclear. A potential clue may be that rejected people often recruit the ventrolateral prefrontal cortex’s (VLPFC) self-regulatory processes to manage the pain of rejection. Using functional MRI, we replicated previous links between rejection and activity in the brain’s mentalizing network, social pain network, and VLPFC. VLPFC recruitment during rejection was associated with greater activity in the brain’s reward network (i.e., the ventral striatum) when individuals were given an opportunity to retaliate. This retaliation-related striatal response was associated with greater levels of retaliatory aggression. Dispositionally aggressive individuals exhibited less functional connectivity between the ventral striatum and the right VLPFC during aggression. This connectivity exerted a suppressing effect on dispositionally aggressive individuals’ greater aggressive responses to rejection. These results help explain how the pain of rejection and reward of revenge motivate rejected people to behave aggressively.",2018-03-19T17:29:09.462697+00:00,"exclusion,revenge,fmri,reward,self-regulation,pain,vlpfc,taylor aggression paradigm,ventral striatum,brain,neuroimaging,frontostriatal,aggression,aggressive behavior,pleasure,retaliatory aggression,cyberball,neuroscience,retaliation,social rejection",,,"C. Nathan DeWall, Richard Milich, Donald Lynam, David Chester",psyarxiv
E0239-DEE-4B3,The Role of Positive Affect in Aggression,"Aggressive behavior hurts us all and is studied across psychology’s sub-disciplines. Classical theories discuss the causes of aggression in the context of negative affect (e.g., frustration, pain). However, more recent research implicates positive affect as an important correlate and cause of aggression. Such aggressive pleasure likely evolved from ancient predatory tendencies that later yielded reproductive benefits, holds across reactive and proactive forms of aggression, and is used strategically as an item in many people’s emotion-regulation toolkit. Findings from psychological and neural sciences have converged to detail aggression's hedonically pleasant qualities and the motivational and biological mechanisms through which they occur. This new approach generates novel hypotheses and might lead to effective interventions that mollify mankind’s aggressive tendencies.",2017-08-09T17:45:01.087035+00:00,"reward,aggressive behavior,positive affect,motivation,violence,revenge,pleasure,aggression,violent behavior",,,David Chester,psyarxiv
E0084-2DD-95E,"Personality Correlates of Revenge-Seeking: Multidimensional Links to Physical Aggression, Impulsivity, and Aggressive Pleasure","People differ in how much they seek retribution for interpersonal insults, slights, rejections, and other antagonistic actions. Identifying individuals who are most prone towards such revenge-seeking is a theoretically-informative and potentially violence-reducing endeavor. However, we have yet to understand the extent to which revenge-seeking individuals exhibit specific features of aggressiveness, impulsivity, and what motivates their hunt for retribution. Toward this end, we conducted three studies (total N = 673), in which revenge-seeking was measured alongside these other constructs. Analyses repeatedly demonstrated that revenge-seeking was associated with greater physical (but not verbal) aggressiveness, anger, and hostility. Revenge-seeking’s link to physical aggression was partially accounted for by sadistic impulses toward enjoying aggression and the tendency to use aggression to improve mood. Dominance analyses revealed that such sadistic impulses explained the most variance in revenge-seeking. Revenge-seeking was associated with greater impulsive responses to negative and positive affect, as well as greater premeditation of behavior. These findings paint a picture of revenge-seekers as physically aggressive curators of anger, whose retributive acts are performed with planned malice and motivated by the act’s entertaining and therapeutic qualities.",2017-11-16T14:02:21.233084+00:00,"traits,vengeance-seeking,positive urgency,vengeance,anger,premeditation,sadism,negative affect,gender,positive affect,personality,dominance analyses,mood,aggression,impulsivity,big five,anger rumination,revenge,negative urgency",,,"David Chester, C. Nathan DeWall",psyarxiv
E0005-052-25C,Some Revenge Now or More Revenge Later? Applying an Intertemporal Framework to Retaliatory Aggression,"Retaliatory aggression is a rewarding behavior. Decisions about rewarding behaviors often involve an intertemporal bias, such that people prefer immediate rewards and discount delayed rewards. We integrated these literatures to test whether the delay discounting framework could be applied to retaliatory aggression. Across six studies (total N = 1,508), participants repeatedly chose between immediate-but-lesser or delayed-but-greater retaliation. As with other rewards (e.g., money), participants preferred immediate-but-lesser retaliation, discounting the value of delayed-but-greater revenge. Rates of aggression discounting were temporally stable and associated with greater aggressive behavior. Experimentally-induced angry rumination reduced discounting rates, motivating participants to wait longer to inflict greater harm. Participants with greater antagonistic traits (e.g., physical sadism), displayed stronger preferences for delayed-but greater vengeance. These findings suggest that some dispositionally aggressive individuals may delay retaliation in service of greater future revenge. Our results bolster the important role of reward in retaliatory aggression and suggest that an intertemporal framework is likely a fruitful area of investigation for antisocial behavior. We discuss the implications of our findings in relation to contemporary theories of aggression and broader theories of antisocial behavior.",2021-07-30T19:28:06.415987+00:00,"itap,delay discounting,mcq,acq,retaliation,aggression,retaliatory aggression,impulsivity,revenge",,,"Nayaab Khan, David Chester, Samuel James West, Calvin Hall, Emily Lasko",psyarxiv
E014E-DB9-76F,The Satisfaction Is Mine: Extrinsic Reward Reduces Desire for Revenge,"Revenge is often driven by desire to feel gratified. Consequently, extrinsic reward should diminish revengeful cravings. One hundred fourteen participants received either insulting or praising feedback from another individual, were led to believe that they or the other individual won an unexpected monetary reward, and then indicated how much they desired revenge. Participants who received insulting feedback desired revenge more than praised counterparts, yet insulted participants who won the reward desired revenge less than those who did not win. This evidence emphasizes the need for personal satisfaction as fuel for revenge as well as highlights the importance of balancing the scales in retribution seeking.",2021-10-12T08:33:20.018078+00:00,"provocation,revenge,reward",,,"Blazej Mrozinski, Karolina Dyduch-Hazar",psyarxiv
E022B-030-244,Punishment Is Strongly Motivated by Revenge and Weakly Motivated by Inequity Aversion,"There are two broad functional explanations for second-party punishment: fitness-leveling and deterrence. The former suggests that people punish to reduce fitness differences, while the latter suggests that people punish in order to reciprocate losses and deter others from inflicting losses on them in the future. We explore the relative roles of these motivations using a pre-registered, two-player experiment with 2,426 US participants from Amazon Mechanical Turk. Participants played as the “responder” and were assigned to either a Take or Augment condition. In the Take condition, the “partner” could steal money from the responder’s bonus or do nothing. In the Augment condition, the partner could augment the responder’s bonus by giving them money at no cost to themselves or do nothing. We also manipulated the responders’ starting endowments, such that after the partner’s decision, responders experienced different payoff outcomes: advantageous inequity, equality, or varying degrees of disadvantageous inequity. Responders then decided whether to pay a cost to punish the partner. Punishment was clearly influenced by theft and was most frequent when theft resulted in disadvantageous inequity. However, people also punished in the absence of theft, particularly when confronted with disadvantageous inequity. While the effect of inequity on punishment was small, our results suggest that punishment is motivated by more than just the desire to reciprocate losses. These findings highlight the multiple motivations undergirding punishment and bear directly on functional explanations for the existence of punishment in human societies.",2020-06-15T21:18:31.685209+00:00,"fitness-leveing,deterrence,competition,revenge,punishment,inequity aversion",,,"Mark Bracic, Nichola Raihani, Paul Deutchman, Katherine McAuliffe",psyarxiv
E013A-045-245,Aggression As Successful Self-Control,"A dominant narrative is that aggression starts when self-control stops --- unchecked aggressive impulses manifest in violence as self-control fails to inhibit them. Yet this ‘low self-control syndrome’ approach to aggression fails to accommodate numerous findings in which aggression arises from successful self-control. I summarize these key findings while identifying how current theories of aggression can be molded to accommodate them. This balanced perspective, which allows aggression to arise from successful and unsuccessful self-control, suggests exciting new hypotheses alongside confounding questions for aggression and self-regulation scholars. It also supports ongoing and broader paradigm shifts away from treating self-control as a purely adaptive and desirable psychological capacity and toward approaching self-control interventions with greater care, as they may amplify aggression instead of reducing it, with costly consequences.",2023-02-16T03:32:13.855378+00:00,"violence,impulse control,self-control,revenge,aggression,aggressive behavior,self-regulation",,,David Chester,psyarxiv
E01D0-389-170,Political repression motivates antigovernment violence,"We examined whether political repression deters citizens from engaging in antigovernment behavior (its intended goal), or in fact motivates it. Analyses of 101 nationally representative samples from three continents (N = 139,266) revealed a positive association between perceived levels of repression and intentions to engage in antigovernment violence. Additional analyses of fine-grained data from three countries characterized by widespread repression and antigovernment violence (N = 2,960) identified a positive association between personal experience with repression and intentions to engage in antigovernment violence. Randomized experiments revealed that memories about repression also motivate participation in antigovernment violence. These results suggest that political repression, aside from being normatively abhorrent, motivates anti-repressor violence.",2020-05-10T16:11:36.219398+00:00,"political repression,political violence,revenge,state repression",,,"Henrikas Bartusevicius, Florian van Leeuwen, Michael Bang Petersen",psyarxiv
E0169-DC7-EB6,Perceptual judgements are resistant to the advisor's perceived level of trustworthiness: a deep fake approach,"As we navigate our environment, we often make spontaneous judgments about others. Trustworthiness is a key characteristic that we judge instantly and then use when making decisions, especially when we are uncertain. While the effect of trustworthiness on social behaviour has been extensively investigated, it remains unclear how trustworthiness affects more ‘basic’ cognitive processes such as perceptual decision-making. The present study aims to fill this gap. In the first experiment (N = 100), we validated a new trustworthiness manipulation by using deep fake technology to create animated versions of perceptually trustworthy, untrustworthy, and neutral static computer-generated faces. In the second experiment (N = 199), the deep fake procedure was applied to a new set of trustworthy and untrustworthy faces that served as advisors during a perceptual decision-making task. Here participants had to indicate the direction of dots that were either moving coherently to the left or to the right (i.e., random dot motion task). Contrary to our predictions, participants did not follow the advice of the trustworthy advisors more often than the advice of the untrustworthy advisors. We did find that participants decided faster and were more confident when following the advice, but this was also not influenced by the trustworthiness of the advisors. We integrate our findings within theoretical frameworks of advice taking, domain specificity of facial trustworthiness, and task requirements.",2024-05-09T12:35:09.876570+00:00,"deep fake,faces,social cognition,trustworthiness,advice taking,perceptual decision making",,,"Sam Verschooren, Marcel Brass, Mathias Van der Biest, Frederick Verbruggen",psyarxiv
E0071-DDA-89C,Seeing is Believing: The Continued Influence of a Known AI-Generated 'Deepfake' Video,"Advances in artificial intelligence mean it is becoming easier to create highly realistic deepfake videos, which can appear to show someone doing or saying something they did not in fact do or say. Deepfakes may present a threat to individuals and society: for example, deepfakes could be used to influence elections by discrediting political opponents. Psychological research suggests that people cannot reliably identify deepfakes and thus can be influenced by their content. However, little is yet known about the potential impact of a deepfake video which has been explicitly identified and flagged as fake. We explored this issue with two preregistered studies in which participants were shown a bespoke deepfake video of a man appearing to admit to committing a crime. Participants were then asked questions about the man’s guilt, to test how they had been influenced by the video’s content. We found that most participants relied on the content of a deepfake video, even when they had been explicitly warned beforehand that it was fake. This result was observed even with participants who indicated that they believed the warning and knew the video to be fake. We also found this specific warning to be no more effective than a generic warning about the existence of deepfake videos. Our findings suggest that identifying and flagging deepfake videos will not entirely negate their influence. This has implications for legislators, policy makers, and regulators of social media platforms and online news.",2024-05-23T11:27:21.719145+00:00,"artificial intelligence,deepfake,misinformation,social media,psychology",,,"Simon Clark, Stephan Lewandowsky",psyarxiv
